verse_number,transliteration
184,"laisal-birra an tuwallu wujuhakum qibalal-masyriqi wal-magribi wa lakinnal-birra man amana billahi wal-yaumil-akhiri wal-mala'ikati wal-kitabi wan-nabiyyin, wa atal-mala 'ala hubbihi zawil-qurba wal-yatama wal-masakina wabnas-sabili was-sa'ilina wa fir-riqab, wa aqamas-salata wa ataz-zakah, wal-mufuna bi'ahdihim iza 'ahadu, was-sabirina fil-ba'sa'i wad-darra'i wa hinal-ba's, ula'ikallazina sadaqu, wa ula'ika humul-muttaqun"
185,"ya ayyuhallazina amanu kutiba 'alaikumul-qisasu fil-qatla, al-hurru bil-hurri wal-'abdu bil-'abdi wal-unsa bil-unsa, fa man 'ufiya lahu min akhihi syai'un fattiba'um bil-ma'rufi wa ada'un ilaihi bi'ihsan, zalika takhfifum mir rabbikum wa rahmah, fa mani'tada ba'da zalika fa lahu 'azabun alim"
186,wa lakum fil-qisasi hayatuy ya ulil-albabi la'allakum tattaqun
187,"kutiba 'alaikum iza hadara ahadakumul-mautu in taraka khairanil-wasiyyatu lil-walidaini wal-aqrabina bil-ma'ruf, haqqan 'alal-muttaqin"
188,"fa mam baddalahu ba'da ma sami'ahu fa innama ismuhu 'alallazina yubaddilunah, innallaha sami'un 'alim"
189,"fa man khafa mim musin janafan au isman fa aslaha bainahum fa la isma 'alaih, innallaha gafurur rahim"
190,ya ayyuhallazina amanu kutiba 'alaikumus-siyamu kama kutiba 'alallazina ming qablikum la'allakum tattaqun
191,"ayyamam ma'dudat, fa mang kana mingkum maridan au 'ala safarin fa 'iddatum min ayyamin ukhar, wa 'alallazina yutiqunahu fidyatun ta'amu miskin, fa man tatawwa'a khairan fa huwa khairul lah, wa an tasumu khairul lakum ing kuntum ta'lamun"
192,"syahru ramadanallazi unzila fihil-qur'anu hudal lin-nasi wa bayyinatim minal-huda wal-furqan, fa man syahida mingkumusy-syahra falyasum-h, wa mang kana maridan au 'ala safarin fa 'iddatum min ayyamin ukhar, yuridullahu bikumul-yusra wa la yuridu bikumul-'usra wa litukmilul-'iddata wa litukabbirullaha 'ala ma hadakum wa la'allakum tasykurun"
193,"wa iza sa'alaka 'ibadi 'anni fa inni qarib, ujibu da'watad-da'i iza da'ani falyastajibu li walyu'minu bi la'allahum yarsyudun"
194,"uhilla lakum lailatas-siyamir-rafasu ila nisa'ikum, hunna libasul lakum wa antum libasul lahunn, 'alimallahu annakum kuntum takhtanuna anfusakum fa taba 'alaikum wa 'afa 'angkum, fal-ana basyiruhunna wabtagu ma kataballahu lakum, wa kulu wasyrabu hatta yatabayyana lakumul-khaitul-abyadu minal-khaitil-aswadi minal-fajr, summa atimmus-siyama ilal-lail, wa la tubasyiruhunna wa antum 'akifuna fil-masajid, tilka hududullahi fa la taqrabuha, kazalika yubayyinullahu ayatihi lin-nasi la'allahum yattaqun"
195,wa la ta'kulu amwalakum bainakum bil-batili wa tudlu biha ilal-hukkami lita'kulu fariqam min amwalin-nasi bil-ismi wa antum ta'lamun
196,"yas'alunaka 'anil-ahillah, qul hiya mawaqitu lin-nasi wal-hajj, wa laisal-birru bi'an ta'tul-buyuta min zuhuriha wa lakinnal-birra manittaqa, wa'tul-buyuta min abwabiha wattaqullaha la'allakum tuflihun"
197,"wa qatilu fi sabilillahillazina yuqatilunakum wa la ta'tadu, innallaha la yuhibbul-mu'tadin"
198,"waqtuluhum haisu saqiftumuhum wa akhrijuhum min haisu akhrajukum wal-fitnatu asyaddu minal-qatl, wa la tuqatiluhum 'indal-masjidil-harami hatta yuqatilukum fih, fa ing qatalukum faqtuluhum, kazalika jaza'ul-kafirin"
199,fa inintahau fa innallaha gafurur rahim
200,"wa qatiluhum hatta la takuna fitnatuw wa yakunad-dinu lillah, fa inintahau fa la 'udwana illa 'alaz-zalimin"
201,"asy-syahrul-haramu bisy-syahril-harami wal-hurumatu qisas, fa mani'tada 'alaikum fa'tadu 'alaihi bimisli ma'tada 'alaikum wattaqullaha wa'lamu annallaha ma'al-muttaqin"
202,"wa anfiqu fi sabilillahi wa la tulqu bi'aidikum ilat-tahlukati wa ahsinu, innallaha yuhibbul-muhsinin"
203,"wa atimmul-hajja wal-'umrata lillah, fa in uhsirtum fa mastaisara minal-hady, wa la tahliqu ru'usakum hatta yablugal-hadyu mahillah, fa mang kana mingkum maridan au bihi azam mir ra'sihi fa fidyatum min siyamin au sadaqatin au nusuk, fa iza amintum, fa man tamatta'a bil-'umrati ilal-hajji fa mastaisara minal-hady, fa mal lam yajid fa siyamu salasati ayyamin fil-hajji wa sab'atin iza raja'tum, tilka 'asyaratung kamilah, zalika limal lam yakun ahluhu hadiril-masjidil-haram, wattaqullaha wa'lamu annallaha syadidul-'iqab"
204,"al-hajju asy-hurum ma'lumat, fa man farada fihinnal-hajja fa la rafasa wa la fusuqa wa la jidala fil-hajj, wa ma taf'alu min khairiy ya'lam-hullah, wa tazawwadu fa inna khairaz-zadit-taqwa wattaquni ya ulil-albab"
205,"laisa 'alaikum junahun an tabtagu fadlam mir rabbikum, fa iza afadtum min 'arafatin fazkurullaha 'indal-masy'aril-harami wazkuruhu kama hadakum, wa ing kuntum ming qablihi laminad-dallin"
206,"summa afidu min haisu afadan-nasu wastagfirullah, innallaha gafurur rahim"
207,"fa iza qadaitum manasikakum fazkurullaha kazikrikum aba'akum au asyadda zikra, fa minan-nasi may yaqulu rabbana atina fid-dun-ya wa ma lahu fil-akhirati min khalaq"
208,wa min-hum may yaqulu rabbana atina fid-dun-ya hasanataw wa fil-akhirati hasanataw wa qina 'azaban-nar
209,"ula'ika lahum nasibum mimma kasabu, wallahu sari'ul-hisab"
210,"wazkurullaha fi ayyamim ma'dudat, fa man ta'ajjala fi yaumaini fa la isma 'alaih, wa man ta'akhkhara fa la isma 'alaihi limanittaqa, wattaqullaha wa'lamu annakum ilaihi tuhsyarun"
211,wa minan-nasi may yu'jibuka qauluhu fil-hayatid-dun-ya wa yusy-hidullaha 'ala ma fi qalbihi wa huwa aladdul-khisam
212,"wa iza tawalla sa'a fil-ardi liyufsida fiha wa yuhlikal-harsa wan-nasl, wallahu la yuhibbul-fasad"
213,"wa iza qila lahuttaqillaha akhazat-hul-'izzatu bil-ismi fa hasbuhu jahannam, wa labi'sal-mihad"
214,"wa minan-nasi may yasyri nafsahubtiga'a mardatillah, wallahu ra'ufum bil-'ibad"
215,"ya ayyuhallazina amanudkhulu fis-silmi kaffataw wa la tattabi'u khutuwatisy-syaitan, innahu lakum 'aduwwum mubin"
216,fa in zalaltum mim ba'di ma ja'atkumul-bayyinatu fa'lamu annallaha 'azizun hakim
217,"hal yanzuruna illa ay ya'tiyahumullahu fi zulalim minal-gamami wal-mala'ikatu wa qudiyal-amr, wa ilallahi turja'ul-umur"
218,"sal bani isra'ila kam atainahum min ayatim bayyinah, wa may yubaddil ni'matallahi mim ba'di ma ja'at-hu fa innallaha syadidul-'iqab"
219,"zuyyina lillazina kafarul-hayatud-dun-ya wa yaskharuna minallazina amanu, wallazinattaqau fauqahum yaumal-qiyamah, wallahu yarzuqu may yasya'u bigairi hisab"
220,"kanan-nasu ummataw wahidah, fa ba'asallahun-nabiyyina mubasysyirina wa munzirina wa anzala ma'ahumul-kitaba bil-haqqi liyahkuma bainan-nasi fimakhtalafu fih, wa makhtalafa fihi illallazina utuhu mim ba'di ma ja'at-humul-bayyinatu bagyam bainahum, fa hadallahullazina amanu limakhtalafu fihi minal-haqqi bi'iznih, wallahu yahdi may yasya'u ila siratim mustaqim"
221,"am hasibtum an tadkhulul-jannata wa lamma ya'tikum masalullazina khalau ming qablikum, massat-humul-ba'sa'u wad-darra'u wa zulzilu hatta yaqular-rasulu wallazina amanu ma'ahu mata nasrullah, ala inna nasrallahi qarib"
222,"yas'alunaka maza yunfiqun, qul ma anfaqtum ming kairin fa lil-walidaini wal-aqrabina wal-yatama wal-masakini wabnis-sabil, wa ma taf'alu min khairin fa innallaha bihi 'alim"
223,"kutiba 'alaikumul-qitalu wa huwa kur-hul lakum, wa 'asa an takrahu syai'aw wa huwa khairul lakum, wa 'asa an tuhibbu syai'aw wa huwa syarrul lakum, wallahu ya'lamu wa antum la ta'lamun"
224,"yas'alunaka 'anisy-syahril-harami qitalin fih, qul qitalun fihi kabir, wa saddun 'an sabilillahi wa kufrum bihi wal-masjidil-harami wa ikhraju ahlihi min-hu akbaru 'indallah, wal-fitnatu akbaru minal-qatl, wa la yazaluna yuqatilunakum hatta yaruddukum 'an dinikum inistata'u, wa may yartadid mingkum 'an dinihi fa yamut wa huwa kafirun fa ula'ika habitat a'maluhum fid-dun-ya wal-akhirah, wa ula'ika as-habun-nar, hum fiha khalidun"
225,"innallazina amanu wallazina hajaru wa jahadu fi sabilillahi ula'ika yarjuna rahmatallah, wallahu gafurur rahim"
226,"yas'alunaka 'anil-khamri wal-maisir, qul fihima ismung kabiruw wa manafi'u lin-nasi wa ismuhuma akbaru min-naf'ihima, wa yas'alunaka maza yunfiqun, qulil-'afw, kazalika yubayyinullahu lakumul-ayati la'allakum tatafakkarun"
227,"fid-dun-ya wal-akhirah, wa yas'alunaka 'anil-yatama, qul islahul lahum khair, wa in tukhalituhum fa ikhwanukum, wallahu ya'lamul-mufsida minal-muslih, walau sya'allahu la'a'natakum, innallaha 'azizun hakim"
228,"wa la tangkihul-musyrikati hatta yu'minn, wa la'amatum mu'minatun khairum mim musyrikatiw walau a'jabatkum, wa la tungkihul-musyrikina hatta yu'minu, wa la'abdum mu'minun khairum mim musyrikiw walau a'jabakum, ula'ika yad'una ilan-nari wallahu yad'u ilal-jannati wal-magfirati bi'iznih, wa yubayyinu ayatihi lin-nasi la'allahum yatazakkarun"
229,"wa yas'alunaka 'anil-mahid, qul huwa azan fa'tazilun-nisa'a fil-mahidi wa la taqrabuhunna hatta yat-hurn, fa iza tatahharna fa'tuhunna min haisu amarakumullah, innallaha yuhibbut-tawwabina wa yuhibbul-mutatahhirin"
230,"nisa'ukum harsul lakum fa'tu harsakum anna syi'tum wa qaddimu li'anfusikum, wattaqullaha wa'lamu annakum mulaquh, wa basysyiril-mu'minin"
231,"wa la taj'alullaha 'urdatal li'aimanikum an tabarru wa tattaqu wa tuslihu bainan-nas, wallahu sami'un 'alim"
232,"la yu'akhizukumullahu bil-lagwi fi aimanikum wa lakiy yu'akhizukum bima kasabat qulubukum, wallahu gafurun halim"
233,"lillazina yu'luna min nisa'ihim tarabbusu arba'ati asy-hur, fa in fa'u fa innallaha gafurur rahim"
234,wa in 'azamut-talaqa fa innallaha sami'un 'alim
235,"wal-mutallaqatu yatarabbasna bi'anfusihinna salasata quru', wa la yahillu lahunna ay yaktumna ma khalaqallahu fi ar-hamihinna ing kunna yu'minna billahi wal-yaumil-akhir, wa bu'ulatuhunna ahaqqu biraddihinna fi zalika in aradu islaha, wa lahunna mislullazi 'alaihinna bil-ma'rufi wa lir-rijali 'alaihinna darajah, wallahu 'azizun hakim"
236,"at-talaqu marratani fa imsakum bima'rufin au tasrihum bi'ihsan, wa la yahillu lakum an ta'khuzu mimma ataitumuhunna syai'an illa ay yakhafa alla yuqima hududallah, fa in khiftum alla yuqima hududallahi fa la junaha 'alaihima fimaftadat bih, tilka hududullahi fa la ta'taduha, wa may yata'adda hududallahi fa ula'ika humuz-zalimun"
237,"fa in tallaqaha fa la tahillu lahu mim ba'du hatta tangkiha zaujan gairah, fa in tallaqaha fa la junaha 'alaihima ay yataraja'a in zanna ay yuqima hududallah, wa tilka hududullahi yubayyinuha liqaumiy ya'lamun"
238,"wa iza tallaqtumun-nisa'a fa balagna ajalahunna fa amsikuhunna bima'rufin au sarrihuhunna bima'ruf, wa la tumsikuhunna diraral lita'tadu, wa may yaf'al zalika fa qad zalama nafsah, wa la tattakhizu ayatillahi huzuwaw wazkuru ni'matallahi 'alaikum wa ma anzala 'alaikum minal-kitabi wal-hikmati ya'izukum bih, wattaqullaha wa'lamu annallaha bikulli syai'in 'alim"
239,"wa iza tallaqtumun-nisa'a fa balagna ajalahunna fa la ta'duluhunna ay yangkihna azwajahunna iza taradau bainahum bil-ma'ruf, zalika yu'azu bihi mang kana mingkum yu'minu billahi wal-yaumil-akhir, zalikum azka lakum wa at-har, wallahu ya'lamu wa antum la ta'lamun"
240,"wal-walidatu yurdi'na auladahunna haulaini kamilaini liman arada ay yutimmar-rada'ah, wa 'alal-mauludi lahu rizquhunna wa kiswatuhunna bil-ma'ruf, la tukallafu nafsun illa wus'aha, la tudarra walidatum biwaladiha wa la mauludul lahu biwaladihi wa 'alal-warisi mislu zalik, fa in arada fisalan 'an taradim min-huma wa tasyawurin fa la junaha 'alaihima, wa in arattum an tastardi'u auladakum fa la junaha 'alaikum iza sallamtum ma ataitum bil-ma'ruf, wattaqullaha wa'lamu annallaha bima ta'maluna basir"
241,"wallazina yutawaffauna mingkum wa yazaruna azwajay yatarabbasna bi'anfusihinna arba'ata asy-huriw wa 'asyra, fa iza balagna ajalahunna fa la junaha 'alaikum fima fa'alna fi anfusihinna bil-ma'ruf, wallahu bima ta'maluna khabir"
242,"wa la junaha 'alaikum fima 'arradtum bihi min khitbatin-nisa'i au aknantum fi anfusikum, 'alimallahu annakum satazkurunahunna wa lakil la tuwa'iduhunna sirran illa an taqulu qaulam ma'rufa, wa la ta'zimu 'uqdatan-nikahi hatta yablugal-kitabu ajalah, wa'lamu annallaha ya'lamu ma fi anfusikum fahzaruh, wa'lamu annallaha gafurun halim"
243,"la junaha 'alaikum in tallaqtumun-nisa'a ma lam tamassuhunna au tafridu lahunna faridataw wa matti'uhunna 'alal-musi'i qadaruhu wa 'alal-muqtiri qadaruh, mata'am bil-ma'ruf, haqqan 'alal-muhsinin"
244,"wa in tallaqtumuhunna ming qabli an tamassuhunna wa qad faradtum lahunna faridatan fa nisfu ma faradtum illa ay ya'funa au ya'fuwallazi biyadihi 'uqdatun-nikah, wa an ta'fu aqrabu lit-taqwa, wa la tansawul-fadla bainakum, innallaha bima ta'maluna basir"
245,hafizu 'alas-salawati was-salatil-wusta wa qumu lillahi qanitin
246,"fa in khiftum fa rijalan au rukbana, fa iza amintum fazkurullaha kama 'allamakum ma lam takunu ta'lamun"
247,"wallazina yutawaffauna mingkum wa yazaruna azwajaw wasiyyatal li'azwajihim mata'an ilal-hauli gaira ikhraj, fa in kharajna fa la junaha 'alaikum fi ma fa'alna fi anfusihinna mim ma'ruf, wallahu 'azizun hakim"
248,"wa lil-mutallaqati mata'um bil-ma'ruf, haqqan 'alal-muttaqin"
249,kazalika yubayyinullahu lakum ayatihi la'allakum ta'qilun
250,"a lam tara ilallazina kharaju min diyarihim wa hum ulufun hazaral-mauti fa qala lahumullahu mutu, summa ahyahum, innallaha lazu fadlin 'alan-nasi wa lakinna aksaran-nasi la yasykurun"
251,wa qatilu fi sabilillahi wa'lamu annallaha sami'un 'alim
252,"man zallazi yuqridullaha qardan hasanan fa yuda'ifahu lahu ad'afang kasirah, wallahu yaqbidu wa yabsutu wa ilaihi turja'un"
253,"a lam tara ilal-mala'i mim bani isra'ila mim ba'di musa, iz qalu linabiyyil lahumub'as lana malikan-nuqatil fi sabilillah, qala hal 'asaitum ing kutiba 'alaikumul-qitalu alla tuqatilu, qalu wa ma lana alla nuqatila fi sabilillahi wa qad ukhrijna min diyarina wa abna'ina, fa lamma kutiba 'alaihimul-qitalu tawallau illa qalilam min-hum, wallahu 'alimum biz-zalimin"
254,"wa qala lahum nabiyyuhum innallaha qad ba'asa lakum taluta malika, qalu anna yakunu lahul-mulku 'alaina wa nahnu ahaqqu bil-mulki min-hu wa lam yu'ta sa'atam minal-mal, qala innallahastafahu 'alaikum wa zadahu bastatan fil 'ilmi wal-jism, wallahu yu'ti mulkahu may yasya', wallahu wasi'un 'alim"
255,"wa qala lahum nabiyyuhum inna ayata mulkihi ay ya'tiyakumut-tabutu fihi sakinatum mir rabbikum wa baqiyyatum mimma taraka alu musa wa alu haruna tahmiluhul-mala'ikah, inna fi zalika la'ayatal lakum ing kuntum mu'minin"
256,"fa lamma fasala talutu bil-junudi qala innallaha mubtalikum binahar, fa man syariba min-hu fa laisa minni, wa mal lam yat'am-hu fa innahu minni illa manigtarafa gurfatam biyadih, fa syaribu min-hu illa qalilam min-hum, fa lamma jawazahu huwa wallazina amanu ma'ahu qalu la taqata lanal-yauma bijaluta wa junudih, qalallazina yazunnuna annahum mulaqullahi kam min fi'ating qalilatin galabat fi'atang kasiratam bi'iznillah, wallahu ma'as-sabirin"
257,wa lamma barazu lijaluta wa junudihi qalu rabbana afrig 'alaina sabraw wa sabbit aqdamana wansurna 'alal-qaumil-kafirin
258,"fa hazamuhum bi'iznillah, wa qatala dawudu jaluta wa atahullahul-mulka wal-hikmata wa 'allamahu mimma yasya', walau la daf'ullahin-nasa ba'dahum biba'dil lafasadatil-ardu wa lakinnallaha zu fadlin 'alal-'alamin"
259,"tilka ayatullahi natluha 'alaika bil-haqq, wa innaka laminal-mursalin"
260,"tilkar-rusulu faddalna ba'dahum 'ala ba'd, min-hum mang kallamallahu wa rafa'a ba'dahum darajat, wa ataina 'isabna maryamal-bayyinati wa ayyadnahu biruhil-qudus, walau sya'allahu maqtatalallazina mim ba'dihim mim ba'di ma ja'at-humul-bayyinatu wa lakinikhtalafu fa min-hum man amana wa min-hum mang kafar, walau sya'allahu maqtatalu, wa lakinnallaha yaf'alu ma yurid"
261,"ya ayyuhallazina amanu anfiqu mimma razaqnakum ming qabli ay ya'tiya yaumul la bai'un fihi wa la khullatuw wa la syafa'ah, wal-kafiruna humuz-zalimun"
262,"allahu la ilaha illa huw, al-hayyul-qayyum, la ta'khuzuhu sinatuw wa la na'um, lahu ma fis-samawati wa ma fil-ard, man zallazi yasyfa'u 'indahu illa bi'iznih, ya'lamu ma baina aidihim wa ma khalfahum, wa la yuhituna bisyai'im min 'ilmihi illa bima sya', wasi'a kursiyyuhus-samawati wal-ard, wa la ya'uduhu hifzuhuma, wa huwal-'aliyyul-'azim"
263,"la ikraha fid-din, qat tabayyanar-rusydu minal-gayy, fa may yakfur bit-taguti wa yu'mim billahi fa qadistamsaka bil-'urwatil-wusqa lanfisama laha, wallahu sami'un 'alim"
264,"allahu waliyyullazina amanu yukhrijuhum minaz-zulumati ilan-nur, wallazina kafaru auliya'uhumut-tagutu yukhrijunahum minan-nuri ilaz-zulumat, ula'ika as-habun-nar, hum fiha khalidun"
265,"a lam tara ilallazi hajja ibrahima fi rabbihi an atahullahul-mulk, iz qala ibrahimu rabbiyallazi yuhyi wa yumitu qala ana uhyi wa umit, qala ibrahimu fa innallaha ya'ti bisy-syamsi minal-masyriqi fa'ti biha minal-magribi fa buhitallazi kafar, wallahu la yahdil-qaumaz-zalimin"
266,"au kallazi marra 'ala qaryatiw wa hiya khawiyatun 'ala 'urusyiha, qala anna yuhyi hazihillahu ba'da mautiha, fa amatahullahu mi'ata 'amin summa ba'asah, qala kam labist, qala labistu yauman au ba'da yaum, qala bal labista mi'ata 'amin fanzur ila ta'amika wa syarabika lam yatasannah, wanzur ila himarik, wa linaj'alaka ayatal lin-nasi wanzur ilal-'izami kaifa nunsyizuha summa naksuha lahma, fa lamma tabayyana lahu qala a'lamu annallaha 'ala kulli syai'ing qadir"
267,"wa iz qala ibrahimu rabbi arini kaifa tuhyil-mauta, qala a wa lam tu'min, qala bala wa lakil liyatma'inna qalbi, qala fakhuz arba'atam minat-tairi fa sur-hunna ilaika summaj'al 'ala kulli jabalim min-hunna juz'an summad'uhunna ya'tinaka sa'ya, wa'lam annallaha 'azizun hakim"
268,"masalullazina yunfiquna amwalahum fi sabilillahi kamasali habbatin ambatat sab'a sanabila fi kulli sumbulatim mi'atu habbah, wallahu yuda'ifu limay yasya', wallahu wasi'un 'alim"
269,"allazina yunfiquna amwalahum fi sabilillahi summa la yutbi'una ma anfaqu mannaw wa la azal lahum ajruhum 'inda rabbihim, wa la khaufun 'alaihim wa la hum yahzanun"
270,"qaulum ma'rufuw wa magfiratun khairum min sadaqatiy yatba'uha aza, wallahu ganiyyun halim"
271,"ya ayyuhallazina amanu la tubtilu sadaqatikum bil-manni wal-aza kallazi yunfiqu malahu ri'a'an-nasi wa la yu'minu billahi wal-yaumil-akhir, fa masaluhu kamasali safwanin 'alaihi turabun fa asabahu wabilun fa tarakahu salda, la yaqdiruna 'ala syai'im mimma kasabu, wallahu la yahdil-qaumal-kafirin"
272,"wa masalullazina yunfiquna amwalahumubtiga'a mardatillahi wa tasbitam min anfusihim kamasali jannatim birabwatin asabaha wabilun fa atat ukulaha di'fain, fa il lam yusib-ha wabilun fa tall, wallahu bima ta'maluna basir"
273,"a yawaddu ahadukum an takuna lahu jannatum min nakhiliw wa a'nabin tajri min tahtihal-an-haru lahu fiha ming kullis-samarati wa asabahul-kibaru wa lahu zurriyyatun du'afa', fa asabaha i'sarun fihi narun fahtaraqat, kazalika yubayyinullahu lakumul-ayati la'allakum tatafakkarun"
274,"ya ayyuhallazina amanu anfiqu min tayyibati ma kasabtum wa mimma akhrajna lakum minal-ard, wa la tayammamul-khabisa min-hu tunfiquna wa lastum bi'akhizihi illa an tugmidu fih, wa'lamu annallaha ganiyyun hamid"
275,"asy-syaitanu ya'idukumul-faqra wa ya'murukum bil-fahsya', wallahu ya'idukum magfiratam min-hu wa fadla, wallahu wasi'un 'alim"
276,"yu'til-hikmata may yasya', wa may yu'tal-hikmata fa qad utiya khairang kasira, wa ma yazzakkaru illa ulul-albab"
277,"wa ma anfaqtum min nafaqatin au nazartum min nazrin fa innallaha ya'lamuh, wa ma liz-zalimina min ansar"
278,"in tubdus-sadaqati fa ni'imma hiy, wa in tukhfuha wa tu'tuhal-fuqara'a fa huwa khairul lakum, wa yukaffiru 'angkum min sayyi'atikum, wallahu bima ta'maluna khabir"
279,"laisa 'alaika hudahum wa lakinnallaha yahdi may yasya', wa ma tunfiqu min khairin fa li'anfusikum, wa ma tunfiquna illabtiga'a waj-hillah, wa ma tunfiqu min khairiy yuwaffa ilaikum wa antum la tuzlamun"
280,"lil-fuqara'illazina uhsiru fi sabilillahi la yastati'una darban fil-ardi yahsabuhumul-jahilu agniya'a minat-ta'affuf, ta'rifuhum bisimahum, la yas'alunan-nasa il-hafa, wa ma tunfiqu min khairin fa innallaha bihi 'alim"
281,"allazina yunfiquna amwalahum bil-laili wan-nahari sirraw wa 'alaniyatan fa lahum ajruhum 'inda rabbihim, wa la khaufun 'alaihim wa la hum yahzanun"
282,"allazina ya'kulunar-riba la yaqumuna illa kama yaqumullazi yatakhabbatuhusy-syaitanu minal-mass, zalika bi'annahum qalu innamal-bai'u mislur-riba, wa ahallallahul-bai'a wa harramar-riba, fa man ja'ahu mau'izatum mir rabbihi fantaha fa lahu ma salaf, wa amruhu ilallah, wa man 'ada fa ula'ika as-habun-nar, hum fiha khalidun"
